Public Address,POL,LINK,MINA,USDT,ETH,AVX,USDC
0x88c794Edd7Ca85C7DD065b127E6D407a014CAA26,356.5589,700.464,591.8689,520.94,955.189,200.452,859.7208
0xcC407Cc8F02D35398685Cf5DC580f8E8EB4A72f1,99.297,915.5302,514.0987,953.959,742.8392,692.9841,196.1357
0xDD5c336247A62Fe43194Be220a634059be49D8Be,334.696,395.4289,937.3159,334.2948,745.4143,427.8671,148.1633
0x5ECED7e336A16834468AC263fD86E89a6bCD4723,688.1096,982.3302,989.0278,482.2402,163.4282,721.2396,52.078
0x5c5B4bfe32D821F51359989DA72DA10590B3e1DC,516.6832,939.6026,392.1054,227.4687,553.4471,865.1564,794.3364
0x85A39DF31b976A1fF41B50569f3ED4b3276CCDfd,557.9754,647.8526,66.7253,634.8556,180.5753,944.3999,160.2499
0xFcE007F47cCf3Ae7C28d1e4a18A4c288cf075A58,572.6634,981.164,992.0591,849.7949,970.3061,600.8477,17.8096
0x4ab1a771C412D0985bAE1a030B751D29243A00AE,338.8832,633.9158,531.862,773.4402,650.1357,897.2935,777.1597
0x24A822Bd5181bBA98261B6233f1D5Df19bA15d7E,440.2296,118.2436,104.1145,676.8057,375.4722,642.6996,78.5908
0x0eA1A1e30e7D924d7d9668C0Ca193a090b82CAD5,199.0367,244.7082,85.9564,922.8138,280.8963,441.9435,252.2441
0xe851392b27F93aFf2DDe44FaA23bdFE721CC1F1E,912.1381,804.9107,808.7892,957.9728,943.2332,519.4312,356.9437
0x9C06865261e4cA65aEb7c543Ae7FF4cEaD08f747,84.5525,763.3912,906.8669,866.6814,109.7836,130.72,269.7601
0x77F195110C73829Da50BdaebDdEeeB73dF8304Dc,469.618,744.4142,13.6503,506.8276,907.7446,712.8464,578.7531
0x498a6712D89be1f8A452f860b8b049D27ea81737,647.1009,627.3688,885.9215,843.4487,845.8111,2.6422,25.3102
0x8d8b0565621018b12F85A7Eafff3257A0fBCaea8,64.8801,496.162,589.6704,905.1605,423.4302,663.9955,540.3103
0xA467092136BB636bc79deD9e390d20EdCE58f80E,462.6539,318.1834,436.8211,895.9087,528.9972,357.2917,880.6289
0x22B7aa588e305F14653c631A63B8E9Fa491d06F3,449.3166,817.6282,633.1748,672.0376,530.129,289.9905,867.8144
0x169b370eBfD91746d40299B85881461a05c0b6a2,265.7845,731.823,975.8985,606.1065,676.7923,977.4793,392.7933
0x1c377bF6239a6dE5202Bb6280C96907397f36D74,300.8719,395.5845,931.5814,975.1099,123.4997,49.7133,340.4346
0xAfd99Ff251c7770c76A97a72c25cb0AbC7Dd991D,118.5196,701.2954,306.5856,853.3558,713.2278,939.9984,169.7209
0x1302f7B9A3a150162A3f1E043D3FE3801C6c135f,883.5375,95.2842,136.1064,762.8078,681.007,338.7006,115.0556
0x8f6C4125a24805f45C8A91334FDdcC2D351028E7,547.4501,272.8113,875.5694,460.1811,451.8565,616.3954,286.9323
0x6bf6a01aADED5BD0dDe2c6976215D5c01864D962,738.6533,347.6756,516.3567,636.0185,908.0718,621.0382,400.466
0x495F70288F694A30A1D41842d1B4d7E620D639EE,96.2594,338.9003,411.3077,204.0113,333.1299,151.5785,989.518
0xaD900b4406D5B8Ec6E786dd356510Bd473b28518,601.1798,137.9092,733.8542,539.7707,786.3475,151.3072,27.3467
0xdBDae62964829f14912BFE6472e5e1328F59fd92,554.4905,455.7821,412.5999,879.904,17.7428,623.6552,695.1621
0x401C077EA0ae0E121c40b047615cbcd2f90c12c3,525.369,444.0455,682.8778,662.6112,291.329,120.4343,893.556
0x838fd065D29C83665d670970148d628AEe6Ab142,347.9501,803.4831,577.9556,233.8716,735.2357,345.2533,765.3747
0x778eCD0089973996175498a862bce140ED7E7aa0,612.5949,554.1129,702.3874,578.843,235.231,591.8416,29.1479
0x4D1fe80E99Ceb52B555940413FF56Ea04B112d26,390.0893,597.6469,495.6559,351.5065,612.371,409.61,358.1835
0xE7318cCd579E541dFF0E194987dCF10275E07b78,636.9095,24.7954,32.7538,115.9207,283.3667,616.1405,90.7074
0xb973D99BDcd338F8a0f91fa111366b1E021FdC0b,184.7474,968.9276,499.3586,511.9797,331.8625,511.2992,346.7455
0x3656D9bC07857C406BdEAe22fCA720Bc4A36310E,496.2838,313.9149,281.1153,842.3143,768.5167,647.0463,196.523
0xbaf34214C9ba1ED73bfF31D9BAAf1F1801cd3497,699.6244,30.9178,243.6695,229.6353,508.3079,406.199,269.1602
0xf771D39155ca2aa94FE68644BE34C2C320620d5A,624.9111,256.6268,511.2796,178.5202,897.535,107.6371,909.1265
0x7dd091683b11EaE3aEBe2C52Ef5b5D9124E176A5,941.0632,588.5228,321.527,366.7614,42.7469,540.4244,61.6274
0xccEba2bE6450F452668bC7AB7d0927560619455D,85.2399,730.9387,918.2557,157.0307,326.952,253.8355,837.5964
0x5380f39F50C9EDa429Cf73C50F99c0BaCDAAFa30,657.4123,472.291,197.4393,868.9437,806.6508,310.0968,697.3535
0x48eb13d4607Ad520625A0BDb2C53b11423612Fa2,536.4386,152.7348,69.9627,342.6513,307.2105,459.0565,501.2796
0x0dE3E45930064D5ADc0A80ee4a39163E44f352D6,662.2412,639.9464,580.5338,664.0422,519.8373,989.5439,8.7343
0xAf76ff01AaE61b8014E71d0B89a5F590EEc33Dc2,112.5627,208.0718,85.4592,358.0478,244.6536,959.6903,21.0307
0xeB7d310f2dfCf8Ec43001942E560c5a65B2DE106,573.5344,455.8567,939.4801,780.2162,385.1761,954.4338,103.9239
0x8e95828AC46446509833AEb0800f1DF0cd58d4A2,267.7891,881.1204,564.4679,636.873,707.5576,593.7606,465.3217
0xa810B283a2E119fBADD1E5E351f640c0fe30A381,648.5419,128.7538,645.0395,181.3703,982.0799,919.8369,504.7894
0x86587099a2214F2809f59753Bdc7CE8546F863b3,569.684,777.5649,116.0386,600.4104,406.2437,714.7361,622.2115
0x4d40Be54f8425A73C51E791523974Df45C99Fc0d,950.1489,543.2054,931.3198,413.5056,891.2058,445.0746,172.2043
0x502A03E19414682d272d71A1c1770B8A733bCA6e,584.2682,644.1339,184.2091,574.1125,591.2625,950.9442,402.7452
0xFa9b9C527ac3111004a4603B6C09b184F8cB5FDb,825.7207,195.9046,624.8623,788.1858,905.6149,337.0111,259.4571
0x2E545Af42ED8454B0A2Cc8086C1D170007e55d8E,923.1492,497.1803,301.2918,258.6604,664.2667,280.6727,197.8304
0x680Ac4D442E19b4C611518f005E2af5cdee7F997,978.6434,292.9604,76.7466,780.2558,195.5179,313.616,42.0047
0x6AD4efAB33e2a2BD248f1ABcb2C0d78ECc509CfA,678.2278,811.5294,49.3261,154.8069,123.7027,362.245,644.8823
0x58acAD7d5D70F9304e2C5fa68bD4bfa6EA031745,646.8914,730.3098,868.3971,900.5239,24.5114,423.0219,396.3431
0x3F3057074262F72699389fBDbB88916Ce9F3C3b8,373.7021,28.746,360.1062,409.2641,388.6977,426.9398,126.0107
0x8dfeEbB299F190C02386F871C31e17A82064B780,49.4803,49.3765,280.6468,645.4483,991.127,732.739,207.4806
0x129645B8AB774b4A0687b0Ee9c2808fe232Fd891,151.669,334.5213,309.6957,603.6144,377.2611,975.3147,673.34
0x37FDFFF55838514bfCf3C8A7c3b44D9A7D2Aa099,181.4234,798.4331,921.6736,537.7207,89.8786,739.4965,33.2882
0x48805528184a451511229B19aB272e6D978D98c9,154.9154,619.7772,557.7227,924.294,214.405,284.6294,64.2995
0x2E96F329cB99C07228F25b58Efcf3EcEF315B9ac,730.0967,209.4635,327.827,159.9368,416.5298,882.7459,493.5169
0x06914233a01AD9ff0101797D3F19DF5e832880a3,294.8407,481.1932,927.8035,620.1278,57.1312,653.8514,419.194
0x5ab835046aCb6dcC3717841ce4c025E3D624ccaF,368.2972,475.2704,930.1103,590.9758,248.6326,996.0812,963.8453
0x2F54d8dd9deeabc11cc0604553f42df9A9F21812,547.9207,894.7057,364.7258,912.6034,885.4479,698.8496,777.431
0xd3dA4748a20701a1a85fAbD687cb8e59D6257e17,906.9116,613.4549,616.4731,999.9934,549.3618,555.8641,897.2262
0x4394B37f54b30ed53cb71Bb7143E4815aF6679F5,21.052,819.5812,674.5022,127.8917,36.8882,162.702,16.4046
0x2718fa69059079C959a63B408B90276B8217C938,902.1581,136.5368,217.082,19.0445,191.0322,17.9605,642.8803
0x0A0419920855B8d73bF165A32E757016b6208fE2,962.6026,314.1169,79.6029,794.0203,763.1437,865.1985,80.7111
0x3b86BEa811A383C12AbE6f6AAFEbdB237e9E419e,216.8138,773.8972,563.9735,463.1565,115.5057,580.9222,132.8697
0xCe5b609436c507eA9C7133B261f8a796176Ad9Bb,477.9496,291.0309,771.2457,167.8824,587.8145,821.4891,435.2628
0xbC14FE314c15Cdd395FeFbf49f9BA971563342c8,632.5211,323.1457,771.3566,597.8018,274.6976,209.936,399.8177
0xCE8acCe26B91f3859E94c7231b6E6B656DFcaC4C,493.5893,251.4485,919.9066,648.5448,656.1946,273.7348,535.2255
0xf7d82e470C17c75e58b60D93cCDeA2F455E23bbE,86.7099,56.2454,643.1573,164.6849,794.0473,844.9049,66.2438
0x47e765386048CE1270e0d05086A7797Ada3b9613,127.4841,796.1054,89.6241,541.899,834.3799,535.9261,890.1274
0xCb7a70897605b227D660EE3e54Eb2B39A855ab89,826.2002,721.6873,991.7795,998.2447,44.8405,501.8093,647.0546
0xA0157D0634eB93cF0C14cEb2b02041A30ef81a35,486.6613,44.5601,2.3656,250.7237,965.7093,658.7485,854.679
0xaBB7CbE4c59d98e0Cd30a918F65114b89B66F5Cc,400.1255,364.467,136.7726,329.2205,857.5975,382.0905,491.9593
0x375D51f1d950bc51FA931C40260e84d3996669da,991.6227,272.0539,40.8209,320.4106,115.589,512.9437,57.3215
0x299426c440f8eF6b25f628b51b289CE7974b9e3e,341.1338,169.0687,948.5493,557.8608,309.8385,702.6733,226.4873
0x3e5Ad18AC0102290B379C44884d1f2b11A274157,262.3279,775.478,847.7373,916.2381,367.7527,237.9347,909.0131
0xDa744702182b4D834a9F8Bf00D9379c1D459ee72,390.8631,293.5325,775.2483,218.9289,387.9301,288.0318,846.0014
0x7D61297cc83859DcA11ad05E51FCf32e0aD83e90,385.1566,434.3172,209.4903,219.8332,45.3476,636.8661,216.1481
0xCb9568AA7a906c7206336f7128179fB82c17e137,62.8697,666.875,22.3921,433.6861,633.0635,594.3973,102.6363
0x20cFD524d1418cF12bEd8061b01a1a47EaCF9C5D,847.4896,588.27,175.0178,560.5436,518.4717,621.3718,927.1482
0x58C53490c75cF454D748d9dec534D56b3A3Fd09E,245.7615,602.8021,550.2043,627.6202,832.5083,864.1857,329.7369
0x58c4DA5B4B1EbCAe0BeA3248A2F78A40469fE4eF,717.2246,768.311,41.402,955.3119,142.0308,276.6056,473.5661
0x21847F2c4B6EFA5187caEEC58560Fe98d98Fe455,327.3613,245.1934,649.2364,654.9906,833.5351,940.0201,371.7423
0xFC7c895B53d2d9F9cA08bBdf09CE1DffeD822894,536.858,986.3864,536.7419,65.9619,736.6751,826.6722,672.0584
0xf0A8F509d236C68791335e834055338076bc3F44,153.604,789.789,486.1283,911.6637,122.6577,34.2225,406.8988
0x93EcF0BCa15Ce9E0852d8cf12EE86F6D63BD9848,538.7266,346.9634,206.5029,639.8377,928.3563,648.0021,3.0309
0x0E19Fc52f3E395B15026D58579734EC422fD27e2,642.2361,241.6924,910.5225,931.3241,730.8145,263.9886,789.995
0x2436AaE2B295b357f43E40C446FF976443864443,37.8796,813.111,122.0813,425.4589,256.8778,787.7662,761.7412
0x50a309e6c93faDE9Ad6CC2Cdc111D5952c376e38,636.1506,803.4494,255.1873,849.1568,953.1674,272.3643,545.6427
0x2949Bd79220Df94A6Ba6665aD79994f58F4018ce,759.0163,320.0995,641.3872,31.2374,144.7706,98.2291,418.5867
0xCBd2D5e5F2F14fE6ee7366C9070BfE5bcAC3a583,700.7532,682.1677,148.2069,223.26,275.0322,305.3861,421.1887
0x073a08dfBFac119829cbB6fd9DC75014c354cc10,688.0754,43.7263,914.5239,178.744,574.5942,420.168,269.8447
0x9879A273c12651030F09A2F275Eb4d164d681De3,522.1788,12.2972,108.0106,127.7553,450.0405,549.4374,733.7968
0xe740Cfa14Ccb3EaBF7E3B1Ea834c6b55B439DE5F,645.9991,927.9924,402.6275,951.1808,932.2506,210.2734,537.9622
0xbecC43D9B29397D13F98FB311080962844Dea1A9,727.7398,579.1728,94.5471,962.7022,42.7522,624.9003,980.5576
0x992e8333a441cc5932C1BCA8695EC7c307AFDb20,392.3761,744.6444,496.6946,771.5461,230.2702,902.5017,144.418
0x64175571DA7CC932Be7C6B02F442b3B2cb8751aF,601.8933,404.0128,610.2014,562.0219,459.7706,596.5524,394.8
0xD6f57b1b555dAb3c12FbB5799468958db42DFD21,235.9063,654.9691,983.9748,948.0154,651.043,232.2393,865.6258
0x0e174362e14ebf113350DAe1FcA022694d29472c,230.8308,947.9416,592.2674,713.7655,138.7919,359.1534,824.6784
0xEDd366Da404263087DE62b915B510E35B49cB349,259.0699,889.0492,430.2162,178.2498,103.6112,131.3622,831.0889
0x9e46090BE918b9ceeD38f463f2bf2cab26DDEC2a,740.2234,77.0877,640.1148,134.9536,121.7763,100.3016,596.951
0x01DF69B447f9e0cE12b19b948EeD7f09344B8Fa2,245.6349,786.0707,683.2258,314.4653,461.877,557.9663,152.1055
0x7eAE26A12dCAe1db438a79Cf2738C86E09aAa41A,497.1669,829.7389,134.1219,50.4018,252.8682,380.5057,592.7242
0x504b9aE5a6112646b5aFfFADC50c958Bcf04d265,520.024,808.8213,251.8993,64.994,551.4046,496.1462,609.0745
0xb8620bFA06aAaB7Cc369a70d4F41Bc8b188cBF9B,558.4349,55.9612,203.9322,761.0787,393.0831,127.7998,543.942
0xB8c22E6c427Bf569B4213a417a8832D5A5F8B838,292.6316,554.3992,938.4873,999.9111,159.7726,587.4726,449.5738
0xccACE8f8b67014f74d0d60c2293a40b3cC93f8be,17.4309,435.6252,499.559,816.596,769.9079,340.1741,636.1848
0xB83e6C87A1f891D8bddBF3D86f595599479937D2,741.9366,228.3268,178.1168,588.4822,277.1901,898.003,912.9973
0xd11dBaFDBF4D70fE6Aa9f443602aFd20E8139ab9,826.4164,902.2137,31.9194,382.0617,227.9157,843.8818,750.2832
0x4F149bC0CCacE732354076E97A13672c541aD065,152.0297,627.9892,81.0233,679.5106,65.1976,100.3942,397.7794
0x276AfEc00a28F701f5f2F4499351d9A79880fb3C,739.4235,397.2556,273.5048,356.9129,44.5704,222.8737,924.2932
0x3a429C4fDb07228c49D37651c09aa03FA32da5F0,15.2926,429.3557,690.0099,866.3414,402.7388,186.9568,382.6894
0xbc35c64889E21Cd646c4f28cC3E4F9579636159a,166.7068,522.5275,909.7465,50.0569,923.8931,79.4678,74.8153
0x580A27ba58D36C59dd9045CF659bD12B0c3090AA,117.4182,9.7599,239.4056,967.8734,58.5149,301.2603,622.7836
0x057b3bF4b1aDa6978BD428270bBC330DF58D7B62,925.8907,665.6572,824.0354,464.2294,538.1378,836.6994,503.4059
0xbD91AD5065879FbD03B68047Ae677d3D31775256,620.4415,728.3284,261.6545,141.8085,829.7186,306.2874,366.8712
0x0bfdF6FDb6653945FAD65dC3f2fF5B4FB6D74d4b,73.0436,533.8252,975.5492,858.8733,910.0149,457.4905,420.0518
0xAF5eA98A1DC1f160455400F76f012Dc47E4Dd6c3,823.931,142.3063,833.6725,34.8568,112.5415,970.4665,651.4967
0x39656c676Ff08a331b6f80938A53e24950669b2B,197.8556,321.9741,393.1819,588.5762,562.6761,191.6798,147.8259
0x4f617b8784E74b746381DD0dA37D03B6E44cf6db,456.5137,52.4697,798.9974,893.8169,618.6673,801.5351,249.725
0x44b1A87350DABDcA7fc699e486aC1f31E0577FE5,823.9301,645.0166,282.5016,31.4955,265.6733,568.8154,381.1494
0x6d1A703E54A3015a539D7d984377619B3b3c9995,785.1942,257.3302,655.8039,780.6544,975.9007,8.3864,509.6249
0x800bE8537053dE0304b1b8a7632fa3b1cc4d2A81,258.5922,500.2485,233.0619,116.3669,985.2639,862.3026,864.0911
0xfe3E41661A98B624175fCb21Db43E7A36652a0F8,61.6715,738.3525,198.2444,420.8446,820.6897,209.7549,134.5466
0x05BB0817E988Bbd9EA64AC3915154EAB4Acb9983,834.8977,54.7639,591.7957,980.0253,603.1187,42.2551,329.2636
0xa7B4893c285182924c70d35115f7759C148593A1,139.9658,662.4943,488.3804,905.6246,321.5592,481.9216,824.4986
0xb2f3963f1F429574E3A9Fe7B2c5615f6668B91Fb,91.7769,209.3765,19.6904,573.2346,452.7028,21.6359,741.9426
0x707D9E928c11F6A642C2C5ea2984E534cA36839B,758.8704,396.3311,208.065,710.3316,417.4605,587.6275,640.785
0xa2F44005Abbd8161183e4BaF11c637579961Da03,965.6533,439.3838,163.2286,214.4433,672.51,450.6682,905.816
0x5f6d48D918b04AE6272793120eF16e18BA3970aF,356.7875,541.5772,529.1848,780.0261,182.3227,169.8385,887.5494
0x1a1a5BbEbE9f71418fe069E36cc54512E8595d93,384.8591,544.9442,729.4092,501.8873,419.5791,971.9185,901.4918
0x83ffd497E1b4D11533527aF6793AD0446879A5b3,777.2234,644.2189,790.4152,584.8361,693.0853,264.6622,845.5799
0x2f1801e0153A54E4A5741Ea55110426985c97B29,714.8367,112.582,892.6743,421.3661,840.3629,49.8668,403.4577
0x2f58C70A46d94c50016fd359e50815DD41E188dB,884.8829,317.7342,153.5,763.5766,805.3375,805.0233,975.4462
0x885f1aaF397C0a137630F3204e77340DbA9feB3E,938.8153,747.8253,687.7882,14.0607,428.6312,666.8107,661.1101
0x03a8748ED4C10f9F398BF94c86c0EeA6847E62DD,979.5237,244.2921,197.8128,834.771,915.781,870.8547,155.3072
0x86934AcDEdFADF5FcAc838aDE11Be975b2e88baA,484.863,561.0206,991.709,341.4999,713.925,495.91,302.1088
0x469051d61272B602ce6151FF08A978818409D6c3,320.5188,745.8564,256.9183,546.9849,922.274,360.3824,527.4491
0x721a8841a74263CEE455c2EA81256d0Ab8e16fdd,251.5667,108.8286,37.8028,859.057,567.752,57.5157,398.8171
0x5417c3fb94ec9F5D6E75ccB96124246B1bA8De0E,685.5698,243.6968,422.6419,885.3196,158.4118,520.8394,323.7449
0xe5AF4973bf06d5F60d6E68184BA8BBf34B3cec4d,201.1036,525.0472,9.4884,718.0574,497.5447,786.9999,911.3731
0x1889572139B7FAe2C59443976831B297485bFF2c,770.5384,472.3583,871.7364,904.7034,717.0835,548.2304,950.5136
0x61a267C1145DE271536F2ff0E01aee94f00E8A99,857.5774,564.8713,270.9256,273.9944,173.0223,934.3461,180.4379
0x9cA08381F87F7880DDAB25d9Fa179904213D48D6,917.887,779.1652,247.193,692.4821,223.2769,884.6901,622.726
0x7E0f23Da1330Acc86924cC96d758B77098F83b06,153.9976,151.1791,94.8815,688.6286,76.0865,945.1296,430.8113
0xfCCa1a6817f836c71936Af17790674326b4b3D7c,467.5192,798.7531,716.0346,471.1992,260.5545,336.5309,768.4136
0x1551080e4c3daFd8C7594EDdc1332945840dA386,437.4865,681.366,668.2701,184.3212,384.7412,773.6224,261.9739
0xe9D95A510418c909BF3b3e35049dB7683CaB4002,471.8369,280.941,808.5243,846.0305,249.8133,993.5743,14.6117
0xe33f9e0c466e59fE069095eb8466E1D53257C242,836.6822,146.2681,491.4397,616.7586,168.3325,679.8384,694.0725
0x4a0013f92B760e9E3264a979911389Db5E0Be6fd,880.2239,115.8511,333.8908,971.3209,846.6293,384.9319,955.6626
0x6B7087c411948e12e1A62A6e1628CA9a32cd240E,364.8359,372.0358,724.3848,284.4159,924.0994,879.8179,957.0741
0x0E694DDD8dFD8D4E862dF4a9d0F7cfdB5C9eAEae,139.0304,375.9578,327.3415,531.1111,467.4825,890.4859,75.5028
0xdF50112377b7822e1a8F2632Ee4fdE6c9529e046,717.2909,484.3691,693.333,475.95,499.6103,950.1517,778.2071
0xf08cAcc4a08d37596F1c2A633ef601de8eD08105,437.36,39.3468,882.0572,262.472,51.5971,328.3797,191.9898
0x6262BfB5B07a7155F2bEf306AB4c900851E1a815,559.6396,946.614,829.4838,378.3316,637.2591,497.1213,902.8783
0xF3a085417f9b5444262Ad740df32Acc09470DcC3,584.875,68.9561,895.6052,50.0584,268.9555,782.0513,619.8368
0xEC4d622170da09B6767109E6E462312558367003,785.0237,61.5159,653.7675,284.5316,597.8553,507.1579,812.0894
0x7C34A7571958d99013c99Ea0e59626e70636716D,335.4998,716.7128,832.3983,830.0661,624.4124,783.4685,110.0288
0xCeAF82A1DfA54CA1787cc8B63413810970900C24,39.2366,488.1351,928.9508,282.8489,235.5989,827.2176,320.9896
0x2B5f5A11512511c91091C62ae439CA15707606ec,522.748,844.9758,321.9021,19.4371,979.0873,94.4972,888.3044
0xd71c681c4536e6b12e0D56a7d07b811B0B5e0302,62.8811,839.1012,216.4876,459.3285,333.2268,107.8527,114.6488
0xf83F212F3E813EDeb3dD0ceC35272ba7DB678350,452.6952,834.965,113.5412,296.2962,22.5321,859.6812,507.2534
0xC48949dbD0F7bF862e477520FC17FFB3D5F2b9ab,308.6511,153.415,309.1692,783.5998,964.9409,850.9681,6.708
0x46aC54503BAC6f5c4acf857427F8399CB91a5FD5,676.0238,965.4587,674.4164,644.0624,341.1271,726.6102,272.5518
0x750d925A42a5af1bf86841F007062718Bd268253,253.0765,441.3443,379.6143,355.8623,982.0617,503.7196,65.4241
0xB18E49BEfc261003E8479298524F75E84B03Cf12,189.8002,853.0408,427.6886,218.8229,396.6022,726.5211,512.2188
0xD71663b92bCBbCa6C21E808b88b3368678BaE822,589.4144,421.9996,970.4218,672.3309,655.6166,415.9128,753.0977
0x74dA40448A40aabEa11B9C925ECCF0C2D0E8967C,259.9209,168.2934,763.7083,496.0194,830.6461,208.459,216.6558
0x1f704DCCA187673f4ddb281427d4da9D6Cdca72B,900.9614,802.8301,806.4408,397.6078,209.0836,505.8016,640.628
0x4DD2Cdb68bD6b96134e8E86B6bD248F60369dc23,758.152,354.9574,427.6107,237.5796,658.9205,422.383,215.1786
0x459a02ff0423ceB6062168FcBb276aAbC45E8569,796.6504,209.7332,555.5796,871.6212,677.9929,201.0844,160.1794
0x579508484586c92825dF8B61573AF3Cbf222B804,839.2569,984.0449,595.2151,700.6169,129.6256,683.1278,474.1229
0xC63AC0C8EEFca44f6FdC92190d6bFf70e9d5E133,822.6015,243.2093,509.2126,631.2742,701.5946,806.1,408.5075
0x6e48FA50c4745dCD8542EaBC6B39E15d7D3d7A8A,849.3792,519.2995,497.9474,610.476,143.4832,582.403,309.9948
0xc741810b0AC136988466a66253939127850D6A46,924.0386,561.0689,153.8967,595.7061,274.0174,823.4384,105.5691
0xE544E67a242A03F8B3406Bc249a81265550763c7,723.5115,913.7688,986.6291,685.7826,198.9235,775.7998,40.8812
0x3914538Bc4912f7AC5a366D027Abf64EBB606Af2,440.945,263.5219,950.1699,556.2454,625.7328,322.2809,899.4666
0x5de56e3407F22aEd923D75dC15eFBec076178e7a,38.9348,805.3402,631.2485,750.6538,823.5079,30.8616,746.9541
0x3Aa01ACd43c718469B0EA599599e34C3fDF0060A,922.2107,432.0368,153.1554,60.0505,949.2959,546.7016,582.7563
0xA004C4C3e1A19c04E8f81cE407Ce2f5eeD186460,896.1175,268.4113,59.8472,661.5277,676.5967,334.734,659.255
0xa446EF514c94231C94ba9ddDDD9dD56075e845bf,518.1871,728.0472,851.0188,179.8063,174.762,725.5833,140.0156
0x4F969f1bDB78b0531a0C1E87Bbe1F1310dE34c6d,130.0423,955.0044,124.0562,769.588,185.8784,640.4555,928.0745
0x768580A86a8832A19eF20c52a33d4830d459B450,483.598,439.4954,301.4859,625.7677,883.7902,958.1452,719.4773
0x410EfE8346FCfF7f554dbCEE3cE9725E853BC1f6,656.3999,359.617,868.4536,969.0108,76.0551,939.62,936.3504
0xe60FE985D850eBb1428cf660FEaBcc04675a1B28,198.2816,731.3025,20.473,374.1748,52.0067,625.6538,505.4149
0x02E51cD459ae7c9536528c2F756C1D461240307f,356.1998,149.1212,820.2562,456.1407,521.6253,992.9494,191.4485
0x999DAcb365aF4E618258E746fF2074edb83dA2e2,219.2285,101.8535,419.5603,361.8376,38.0385,34.5484,643.5306
0x850389E751dbC1622A3F15637918D17398d224d6,42.5925,8.5943,815.5459,421.8155,389.9783,86.5453,980.1299
0x12762D3352106ea9e956466a09f3bC9aECA48845,978.5863,902.2054,162.9545,984.4521,874.3752,416.9879,671.2507
0x31319aa401BfA64b7A530ff28c8e71B39dd82Cb9,876.9884,413.1688,716.0899,801.627,408.4902,818.8313,656.8228
0x4cAbd6391C19F1649e1d117851B9138435C890c7,222.7995,153.3855,952.3797,454.577,778.2201,72.2481,970.5886
0x2eb99B44472D572B8186Ddc7035334391E1397B0,637.3702,824.3089,154.346,872.476,955.3472,100.7184,615.3302
0x7701Cb8af4Add8300c0A5D93De578B15ADFcc6e4,946.7194,532.3171,430.694,468.071,347.151,205.487,529.1051
0x5578Dc7aF6A23fe4B2f9D931E8DA1fF9a27b0ceE,810.0542,142.4031,616.9474,988.6609,998.9077,128.098,871.4945
0x53D3e18D6a2ca7F8CA4ea73D76E0DaCbA2e728ad,244.2789,844.1954,620.0969,560.7175,922.0064,335.4438,828.0489
0x548Fb0F4196e31681a01922FB83582846B574B25,537.0075,298.9247,309.0475,807.8701,688.5743,272.863,375.5909
0xd7AE185157A90F4213B42658432D1b668bCf92F6,492.916,569.9547,126.3785,560.0574,310.1632,513.0874,793.5886
0x7011f7Fb8089b307C4368C320A0B56ad023c954a,179.3931,560.48,261.1551,54.6491,752.8555,865.0578,170.6235
0x11C9F2DB109e5b722A13Dc86E112606dDd589B9F,620.6665,574.1196,195.7754,263.1737,550.5317,620.657,458.4495
0x59126DA95BF5279DfF1511d6a63C247f96DA8D57,884.4437,317.3111,563.151,643.6496,637.5571,340.2716,912.2223
0x62f5817173A754F93CeE9c4A9D917c374B39BE70,176.2996,150.5268,699.0034,521.2867,511.814,775.7128,822.6646
0x6f58aAC4B7a2D89266113ce43aE48cC051BcFb41,374.771,819.8185,801.6156,437.137,462.8028,826.8249,245.2548
0x1C923F75F20cFE1d6E1bb97176B201c79616CdFE,215.3636,934.9766,603.8584,730.4378,581.8021,83.7909,795.5671
0x38A8EE5025ef338538A83662Ed5745449379DF40,657.2591,264.9323,537.1383,540.9655,819.7173,416.4212,298.496
0x0e544dA58a4BFe719491Ed3fF2d67B8Eef21eaa6,439.1508,742.374,374.3853,283.0545,15.9653,760.2299,768.0678
0x670d4A7d70e7338e837BfFcCcd89E4071783c98D,710.2732,951.2865,881.2321,277.7726,166.6416,916.2641,685.0009
0x3fb8fD37629517A96B55910a442E486Ca32d89fd,842.7465,434.8829,505.5293,909.2652,184.4157,222.8935,885.5974
0xFc50A6a42C91ce26d4F8F03DC622f3E94d71F770,55.9411,179.6171,817.9756,465.8755,174.5462,914.1436,624.8959
0x274810e41D1197E420dCfff96388B31dd4369670,176.9473,201.7274,529.0148,238.2443,776.6866,902.2018,799.6909
0x0a90aEA9822E45Fb0717796acCA945c0E4635ea4,499.4782,310.0594,979.3199,974.4223,448.1744,611.3992,852.2657
0xB0322b9Fee6cb3b6a57C1191A15B5174915D6661,564.9293,429.5094,444.2078,689.6832,658.8525,360.7837,374.8602
0x9b38F0d05f8a085a0121A883009e5A0bae4A7F43,652.0808,710.6632,398.808,191.5161,13.3862,688.9111,617.9805
0xf7ad02e480150DDC31d25669F2A5f78434A19779,796.8062,329.1519,978.9505,130.8322,623.9646,124.7412,605.9527
0x86050f14137Ef4978dC7897F1C4654f541789b84,621.0973,954.2496,874.0834,802.4364,871.7683,988.624,876.7017
0x20af2A8C8FF1b349a1e2ecD3d3A9211dBeFD4574,136.5979,626.1292,638.2131,613.6484,9.7657,591.5221,807.1344
